Brand Name,Sales in the Last Month,Price,URL
MEETSUN,668.421052631579,15.558421052631576,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDQ0NDAzNjU1MDg4MjQ6MTcyMDY1OTk4MzpzcF9tdGY6MzAwMDU3Nzk2MjU0NzAyOjowOjo&url=%2FMEETSUN-Sunglasses-Protection-Transparent-Frame-Night%2Fdp%2FB09QLT8KZN%2Fref%3Dsr_1_13_sspa%3Fdib%3DeyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U%26dib_tag%3Dse%26keywords%3DFit%2Bover%2Bglasses%26qid%3D1720659983%26sr%3D8-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
NoCry,572.7272727272727,39.444545454545455,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0OTg4OTkyMzI2NTgxMjQzOjE3MjA2NjAxMzc6c3BfbXRmOjMwMDIyOTE0MjU1MTkwMjo6MDo6&url=%2FNoCry-Prescription-Anti-Scratch-Wraparound-Protection%2Fdp%2FB0B8Q4GQG2%2Fref%3Dsr_1_1067_sspa%3Fkeywords%3DFit%2Bover%2Bglasses%26qid%3D1720660137%26sr%3D8-1067-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Face Shadow,527.2727272727273,18.535454545454545,https://www.amazon.com/Face-Shadow-Sunglasses-Prescription-Lightweight/dp/B0BFCP49TT/ref=sr_1_120?dib=eyJ2IjoiMSJ9.d8oXMG8E9fRYFwGviNRnVcCy0qhyklFKAiCuWewTLIVF5GARE2m6pad6XgC80oYN0ZibyZA3I6PNS094vTkSye3xTOnGJDuLxg7ZaPt8wSHZG43ieNGu_9Oc5G3-I2DukOCVEOKwJkBxC2rc6WJKu5j2z6YEus74KrsYZCPEGQxk5k-jSAXFJ7rIEMpkTbbIJwrNYyaRjVW0IH91lG7188PxhJkw2XS6cKpwf5y1Tru_c51fczPz6NL-SYCHbcQcnY1osXPHyOStwp-yHE-LOe6zisqE3qVC6DZgmclcz4I.M2MPN9o6Ldq5zKB6QJtW3SLUbXZji4hm3Y0dMzrCtRg&dib_tag=se&keywords=Fit+over+glasses&qid=1720660002&sr=8-120
SHEEN KELLY,425.0,17.98125,https://www.amazon.com/Oversized-Sunglasses-Mirrored-Polarized-Prescription/dp/B07BXFYGHV/ref=sr_1_24?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-24
Frienda,350.0,19.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTQyNzE1MDcyMjE0MDQ1OjE3MjA2NjAxMzA6c3BfbXRmOjMwMDI1Nzg5NDU0MTYwMjo6MDo6&url=%2FFrienda-Sunglasses-Polarized-Oversize-Eyeglasses%2Fdp%2FB0CZ8M9DB8%2Fref%3Dsr_1_1020_sspa%3Fkeywords%3DFit%2Bover%2Bglasses%26qid%3D1720660130%26sr%3D8-1020-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
BLUE CUT,230.0,23.92866666666667,https://www.amazon.com/Polarized-Sunglasses-Driving-Prescription-Glasses/dp/B07RKJH1Q1/ref=sr_1_41?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-41
Yogo Vision,227.5,18.06,https://www.amazon.com/Sunglasses-Protection-Polarized-Vision-Eyeglasses/dp/B09XFDCHW9/ref=sr_1_10?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-10
BIRCEN,200.0,21.97,https://www.amazon.com/BIRCEN-Night-Vision-Glasses-Driving/dp/B0CTQDV2RX/ref=sr_1_87?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-87
Optix 55,200.0,17.95,https://www.amazon.com/Night-Vision-Wraparound-Glasses-Prescription/dp/B0719S97TH/ref=sr_1_90?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-90
JIANGTUN,200.0,15.99,https://www.amazon.com/Glasses-Prescription-Sunglasses-Polarized-Lenses/dp/B0793PCB46/ref=sr_1_63?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-63
